Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
sct_85097005_10_orpha,erker_v15ib,,text,6.3.10A Sekundärdiagnose [ORPHA],BIOPORTAL:ORDO,,,,,,"[sct_85097005_9_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 278201002 | Classification (attribute) | = 784008009 | SNOMED CT to Orphanet simple map reference set (foundation metadata concept) |
+ ""_10"" | tenth secondary diagnosis"
sct_85097005_10_icd10gm,erker_v15ib,,text,6.3.10B Sekundärdiagnose [ICD10-GM],,"Bitte nur ICD-10GM Code (ohne Anführungszeichen) angeben, z.B.: ""E66.8""",,,,,"[sct_85097005_9_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 278201002 | Classification (attribute) | = 447562003 | SNOMED CT to International Classification of Diseases tenth revision extended map reference set (foundation metadata concept) |
+ ""_10"" | tenth secondary diagnosis"
sct_85097005_10_date,erker_v15ib,,text,6.3.10C Sekundärdiagnose - Feststellungsdatum,,,date_ymd,,,,"[sct_85097005_9_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_10"" | tenth secondary diagnosis"
sct_85097005_11_orpha,erker_v15ib,,text,6.3.11A Sekundärdiagnose [ORPHA],BIOPORTAL:ORDO,,,,,,"[sct_85097005_10_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 2603003 | Secondary (qualifier value) |, 278201002 | Classification (attribute) | = 784008009 | SNOMED CT to Orphanet simple map reference set (foundation metadata concept) |
+ ""_11"" | eleventh secondary diagnosis"
sct_85097005_11_icd10gm,erker_v15ib,,text,6.3.11B Sekundärdiagnose [ICD10-GM],,"Bitte nur ICD-10GM Code (ohne Anführungszeichen) angeben, z.B.: ""E66.8""",,,,,"[sct_85097005_10_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 278201002 | Classification (attribute) | = 447562003 | SNOMED CT to International Classification of Diseases tenth revision extended map reference set (foundation metadata concept) |
+ ""_11"" | eleventh secondary diagnosis"
sct_85097005_11_date,erker_v15ib,,text,6.3.11C Sekundärdiagnose - Feststellungsdatum,,,date_ymd,,,,"[sct_85097005_10_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_11"" | eleventh secondary diagnosis"
sct_85097005_12_orpha,erker_v15ib,,text,6.3.12A Sekundärdiagnose [ORPHA],BIOPORTAL:ORDO,,,,,,"[sct_85097005_11_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 2603003 | Secondary (qualifier value) |, 278201002 | Classification (attribute) | = 784008009 | SNOMED CT to Orphanet simple map reference set (foundation metadata concept) |
+ ""_12"" | twelth secondary diagnosis"
sct_85097005_12_icd10gm,erker_v15ib,,text,6.3.12B Sekundärdiagnose [ICD10-GM],,"Bitte nur ICD-10GM Code (ohne Anführungszeichen) angeben, z.B.: ""E66.8""",,,,,"[sct_85097005_11_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 278201002 | Classification (attribute) | = 447562003 | SNOMED CT to International Classification of Diseases tenth revision extended map reference set (foundation metadata concept) |
+ ""_12"" | twelth secondary diagnosis"
sct_85097005_12_date,erker_v15ib,,text,6.3.12C Sekundärdiagnose - Feststellungsdatum,,,date_ymd,,,,"[sct_85097005_11_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_12"" | twelth secondary diagnosis"
sct_85097005_13_orpha,erker_v15ib,,text,6.3.13A Sekundärdiagnose [ORPHA],BIOPORTAL:ORDO,,,,,,"[sct_85097005_12_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 2603003 | Secondary (qualifier value) |, 278201002 | Classification (attribute) | = 784008009 | SNOMED CT to Orphanet simple map reference set (foundation metadata concept) |
+ ""_13"" | thirteenth secondary diagnosis"
sct_85097005_13_icd10gm,erker_v15ib,,text,6.3.13B Sekundärdiagnose [ICD10-GM],,"Bitte nur ICD-10GM Code (ohne Anführungszeichen) angeben, z.B.: ""E66.8""",,,,,"[sct_85097005_12_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 278201002 | Classification (attribute) | = 447562003 | SNOMED CT to International Classification of Diseases tenth revision extended map reference set (foundation metadata concept) |
+ ""_13"" | thirteenth secondary diagnosis"
sct_85097005_13_date,erker_v15ib,,text,6.3.13C Sekundärdiagnose - Feststellungsdatum,,,date_ymd,,,,"[sct_85097005_12_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_13"" | thirteenth secondary diagnosis"
sct_85097005_14_orpha,erker_v15ib,,text,6.3.14A Sekundärdiagnose [ORPHA],BIOPORTAL:ORDO,,,,,,"[sct_85097005_13_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 2603003 | Secondary (qualifier value) |, 278201002 | Classification (attribute) | = 784008009 | SNOMED CT to Orphanet simple map reference set (foundation metadata concept) |
+ ""_14"" | fourteenth secondary diagnosis"
sct_85097005_14_icd10gm,erker_v15ib,,text,6.3.14B Sekundärdiagnose [ICD10-GM],,"Bitte nur ICD-10GM Code (ohne Anführungszeichen) angeben, z.B.: ""E66.8""",,,,,"[sct_85097005_13_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 278201002 | Classification (attribute) | = 447562003 | SNOMED CT to International Classification of Diseases tenth revision extended map reference set (foundation metadata concept) |
+ ""_14"" | fourteenth secondary diagnosis"
sct_85097005_14_date,erker_v15ib,,text,6.3.14C Sekundärdiagnose - Feststellungsdatum,,,date_ymd,,,,"[sct_85097005_13_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_14"" | fourteenth secondary diagnosis"
sct_85097005_15_orpha,erker_v15ib,,text,6.3.15A Sekundärdiagnose [ORPHA],BIOPORTAL:ORDO,,,,,,"[sct_85097005_14_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 2603003 | Secondary (qualifier value) |, 278201002 | Classification (attribute) | = 784008009 | SNOMED CT to Orphanet simple map reference set (foundation metadata concept) |
+ ""_15"" | fifteenth secondary diagnosis"
sct_85097005_15_icd10gm,erker_v15ib,,text,6.3.15B Sekundärdiagnose [ICD10-GM],,"Bitte nur ICD-10GM Code (ohne Anführungszeichen) angeben, z.B.: ""E66.8""",,,,,"[sct_85097005_14_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 278201002 | Classification (attribute) | = 447562003 | SNOMED CT to International Classification of Diseases tenth revision extended map reference set (foundation metadata concept) |
+ ""_15"" | fifteenth secondary diagnosis"
sct_85097005_15_date,erker_v15ib,,text,6.3.15C Sekundärdiagnose - Feststellungsdatum,,,date_ymd,,,,"[sct_85097005_14_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_15"" | fifteenth secondary diagnosis"
sct_85097005_16_orpha,erker_v15ib,,text,6.3.16A Sekundärdiagnose [ORPHA],BIOPORTAL:ORDO,,,,,,"[sct_85097005_15_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 2603003 | Secondary (qualifier value) |, 278201002 | Classification (attribute) | = 784008009 | SNOMED CT to Orphanet simple map reference set (foundation metadata concept) |
+ ""_16"" | sixteenth secondary diagnosis"
sct_85097005_16_icd10gm,erker_v15ib,,text,6.3.16B Sekundärdiagnose [ICD10-GM],,"Bitte nur ICD-10GM Code (ohne Anführungszeichen) angeben, z.B.: ""E66.8""",,,,,"[sct_85097005_15_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 278201002 | Classification (attribute) | = 447562003 | SNOMED CT to International Classification of Diseases tenth revision extended map reference set (foundation metadata concept) |
+ ""_16"" | sixteenth secondary diagnosis"
sct_85097005_16_date,erker_v15ib,,text,6.3.16C Sekundärdiagnose - Feststellungsdatum,,,date_ymd,,,,"[sct_85097005_15_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_16"" | sixteenth secondary diagnosis"
sct_85097005_17_orpha,erker_v15ib,,text,6.3.17A Sekundärdiagnose [ORPHA],BIOPORTAL:ORDO,,,,,,"[sct_85097005_16_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 2603003 | Secondary (qualifier value) |, 278201002 | Classification (attribute) | = 784008009 | SNOMED CT to Orphanet simple map reference set (foundation metadata concept) |
+ ""_17"" | seventeenth secondary diagnosis"
sct_85097005_17_icd10gm,erker_v15ib,,text,6.3.17B Sekundärdiagnose [ICD10-GM],,"Bitte nur ICD-10GM Code (ohne Anführungszeichen) angeben, z.B.: ""E66.8""",,,,,"[sct_85097005_16_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 278201002 | Classification (attribute) | = 447562003 | SNOMED CT to International Classification of Diseases tenth revision extended map reference set (foundation metadata concept) |
+ ""_17"" | seventeenth secondary diagnosis"
sct_85097005_17_date,erker_v15ib,,text,6.3.17C Sekundärdiagnose - Feststellungsdatum,,,date_ymd,,,,"[sct_85097005_16_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_17"" | seventeenth secondary diagnosis"
sct_85097005_18_orpha,erker_v15ib,,text,6.3.18A Sekundärdiagnose [ORPHA],BIOPORTAL:ORDO,,,,,,"[sct_85097005_17_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 2603003 | Secondary (qualifier value) |, 278201002 | Classification (attribute) | = 784008009 | SNOMED CT to Orphanet simple map reference set (foundation metadata concept) |
+ ""_18"" | eighteenth secondary diagnosis"
sct_85097005_18_icd10gm,erker_v15ib,,text,6.3.18B Sekundärdiagnose [ICD10-GM],,"Bitte nur ICD-10GM Code (ohne Anführungszeichen) angeben, z.B.: ""E66.8""",,,,,"[sct_85097005_17_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 278201002 | Classification (attribute) | = 447562003 | SNOMED CT to International Classification of Diseases tenth revision extended map reference set (foundation metadata concept) |
+ ""_18"" | eighteenth secondary diagnosis"
sct_85097005_18_date,erker_v15ib,,text,6.3.18C Sekundärdiagnose - Feststellungsdatum,,,date_ymd,,,,"[sct_85097005_17_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_18"" | eighteenth secondary diagnosis"
sct_85097005_19_orpha,erker_v15ib,,text,6.3.19A Sekundärdiagnose [ORPHA],BIOPORTAL:ORDO,,,,,,"[sct_85097005_18_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 2603003 | Secondary (qualifier value) |, 278201002 | Classification (attribute) | = 784008009 | SNOMED CT to Orphanet simple map reference set (foundation metadata concept) |
+ ""_19"" | nineteenth secondary diagnosis"
sct_85097005_19_icd10gm,erker_v15ib,,text,6.3.19B Sekundärdiagnose [ICD10-GM],,"Bitte nur ICD-10GM Code (ohne Anführungszeichen) angeben, z.B.: ""E66.8""",,,,,"[sct_85097005_18_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 278201002 | Classification (attribute) | = 447562003 | SNOMED CT to International Classification of Diseases tenth revision extended map reference set (foundation metadata concept) |
+ ""_19"" | nineteenth secondary diagnosis"
sct_85097005_19_date,erker_v15ib,,text,6.3.19C Sekundärdiagnose - Feststellungsdatum,,,date_ymd,,,,"[sct_85097005_18_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_19"" | nineteenth secondary diagnosis"
sct_85097005_20_orpha,erker_v15ib,,text,6.3.20A Sekundärdiagnose [ORPHA],BIOPORTAL:ORDO,,,,,,"[sct_85097005_19_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 2603003 | Secondary (qualifier value) |, 278201002 | Classification (attribute) | = 784008009 | SNOMED CT to Orphanet simple map reference set (foundation metadata concept) |
+ ""_20"" | twentieth secondary diagnosis"
sct_85097005_20_icd10gm,erker_v15ib,,text,6.3.20B Sekundärdiagnose [ICD10-GM],,"Bitte nur ICD-10GM Code (ohne Anführungszeichen) angeben, z.B.: ""E66.8""",,,,,"[sct_85097005_19_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 278201002 | Classification (attribute) | = 447562003 | SNOMED CT to International Classification of Diseases tenth revision extended map reference set (foundation metadata concept) |
+ ""_20"" | twentieth secondary diagnosis"
sct_85097005_20_date,erker_v15ib,,text,6.3.20C Sekundärdiagnose - Feststellungsdatum,,,date_ymd,,,,"[sct_85097005_19_icd10gm] <> """"",,,,,,"Variable:
SCT: 439401001 | Diagnosis (observable entity) | : 410657003 | Type (attribute) | = 85097005 | Secondary diagnosis (contextual qualifier) (qualifier value) |, 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_20"" | twentieth secondary diagnosis"
hpo_explanation,erker_v15ib,6.4 Phänotypisierung,descriptive,"<div class=""rich-text-field-label""><p>Die ""Human Phenotype Ontology"" (HPO) <span style=""font-weight: normal;"">ist eine standardisierte Klassifikation von menschlichen Phänotypen (beobachtbare Merkmale) im medizinischen Kontext. Sie ermöglicht die systematische Beschreibung von Krankheiten und genetischen Störungen. Phänotypen können in der HPO-Datenbank oder auf der offiziellen Website der HPO nachgeschlagen werden (https://hpo.jax.org/app/) </p></div>",,,,,,,,,,,,,
sct_8116006_1,erker_v15ib,,text,6.4.1A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,,,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_1"" | first |"
sct_8116006_1_date,erker_v15ib,,text,6.4.1B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,,,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_1"" | first |"
sct_8116006_2,erker_v15ib,,text,6.4.2A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_1] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_2"" | second |"
sct_8116006_2_date,erker_v15ib,,text,6.4.2B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_1] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_2"" | second |"
sct_8116006_3,erker_v15ib,,text,6.4.3A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_2] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_3"" | third |"
sct_8116006_3_date,erker_v15ib,,text,6.4.3B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_2] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_3"" | third |"
sct_8116006_4,erker_v15ib,,text,6.4.4A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_3] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_4"" | fourth |"
sct_8116006_4_date,erker_v15ib,,text,6.4.4B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_3] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_4"" | fourth |"
sct_8116006_5,erker_v15ib,,text,6.4.5A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_4] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_5"" | fifth |"
sct_8116006_5_date,erker_v15ib,,text,6.4.5B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_4] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_5"" | fifth |"
sct_8116006_6,erker_v15ib,,text,6.4.6A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_5] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_6"" | sixth |"
sct_8116006_6_date,erker_v15ib,,text,6.4.6B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_5] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_6"" | sixth |"
sct_8116006_7,erker_v15ib,,text,6.4.7A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_6] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_7"" | seventh |"
sct_8116006_7_date,erker_v15ib,,text,6.4.7B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_6] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_7"" | seventh |"
sct_8116006_8,erker_v15ib,,text,6.4.8A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_7] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_8"" | eigth |"
sct_8116006_8_date,erker_v15ib,,text,6.4.8B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_7] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_8"" | eigth |"
sct_8116006_9,erker_v15ib,,text,6.4.9A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_8] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_9"" | ninth |"
sct_8116006_9_date,erker_v15ib,,text,6.4.9B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_8] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_9"" | ninth |"
sct_8116006_10,erker_v15ib,,text,6.4.10A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_9] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_10"" | tenth |"
sct_8116006_10_date,erker_v15ib,,text,6.4.10B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_9] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_10"" | tenth |"
sct_8116006_11,erker_v15ib,,text,6.4.11A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_10] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_11"" | eleventh |"
sct_8116006_11_date,erker_v15ib,,text,6.4.11B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_10] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_11"" | eleventh |"
sct_8116006_12,erker_v15ib,,text,6.4.12A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_11] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_12"" | twelth |"
sct_8116006_12_date,erker_v15ib,,text,6.4.12B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_11] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_12"" | twelth |"
sct_8116006_13,erker_v15ib,,text,6.4.13A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_12] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_13"" | thirteenth |"
sct_8116006_13_date,erker_v15ib,,text,6.4.13B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_12] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_13"" | thirteenth |"
sct_8116006_14,erker_v15ib,,text,6.4.14A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_13] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_14"" | fourteenth |"
sct_8116006_14_date,erker_v15ib,,text,6.4.14B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_13] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_14"" | fourteenth |"
sct_8116006_15,erker_v15ib,,text,6.4.15A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_14] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_15"" | fifteenth |"
sct_8116006_15_date,erker_v15ib,,text,6.4.15B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_14] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_15"" | fifteenth |"
sct_8116006_16,erker_v15ib,,text,6.4.16A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_15] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_16"" | sixteenth |"
sct_8116006_16_date,erker_v15ib,,text,6.4.16B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_15] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_16"" | sixteenth |"
sct_8116006_17,erker_v15ib,,text,6.4.17A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_16] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_17"" | seventeenth |"
sct_8116006_17_date,erker_v15ib,,text,6.4.17B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_16] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_17"" | seventeenth |"
sct_8116006_18,erker_v15ib,,text,6.4.18A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_17] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_18"" | eighteenth |"
sct_8116006_18_date,erker_v15ib,,text,6.4.18B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_17] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_18"" | eighteenth |"
sct_8116006_19,erker_v15ib,,text,6.4.19A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_18] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_19"" | nineteenth |"
sct_8116006_19_date,erker_v15ib,,text,6.4.19B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_18] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_19"" | nineteenth |"
